,Name,Platform,Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
5320,Mirror's Edge Catalyst,PS4,2016,0.11,0.16,0.02,0.05,0.35,69.0,50,4.7,578
5321,Sniper Elite 3,XOne,2014,0.2,0.11,0.0,0.03,0.35,63.0,12,6.6,68
5336,Tomb Raider (2013),PC,0,0.06,0.25,0.0,0.04,0.35,86.0,18,8.5,3552
5338,TrackMania Turbo,PS4,2016,0.03,0.26,0.0,0.05,0.35,81.0,52,7.9,110
5342,Def Jam Icon,X360,2007,0.3,0.01,0.0,0.03,0.34,69.0,48,6.3,108
5350,SoulCalibur,DC,1999,0.0,0.0,0.34,0.0,0.34,98.0,24,8.8,200
5358,Mini Ninjas,PS3,2009,0.14,0.15,0.0,0.06,0.34,73.0,37,8.7,62
5359,Tekken Tag Tournament 2,X360,2012,0.19,0.11,0.01,0.03,0.34,83.0,35,7.5,90
5379,Company of Heroes 2,PC,2013,0.06,0.25,0.0,0.04,0.34,80.0,82,2.1,6157
5382,WWE Day of Reckoning 2,GC,2005,0.26,0.07,0.0,0.01,0.34,76.0,36,6,263
5393,Tenchu Z,X360,2006,0.27,0.02,0.02,0.03,0.34,56.0,51,7.3,58
5405,F.E.A.R.,X360,2006,0.28,0.03,0.0,0.03,0.34,85.0,44,7.3,131
5408,Tom Clancy's Ghost Recon: Shadow Wars,3DS,2011,0.22,0.09,0.0,0.03,0.34,77.0,49,7.9,78
5415,Kameo: Elements of Power,X360,2005,0.28,0.03,0.0,0.03,0.34,79.0,76,8.1,107
5433,The Eye of Judgment,PS3,2007,0.28,0.0,0.02,0.03,0.33,75.0,43,8.2,51
5439,World of Final Fantasy,PS4,2016,0.08,0.14,0.08,0.04,0.33,77.0,74,8.3,222
5444,NHL 17,PS4,2016,0.19,0.08,0.0,0.06,0.33,78.0,26,5.8,67
5449,Jeanne d'Arc,PSP,2006,0.21,0.0,0.1,0.02,0.33,87.0,45,8.2,74
5460,Klonoa 2: Lunatea's Veil,PS2,2001,0.12,0.1,0.08,0.03,0.33,91.0,18,9.1,72
5464,The King of Fighters XIII,X360,2011,0.23,0.06,0.01,0.03,0.33,79.0,31,8.2,51
5468,Ninja Blade,X360,2009,0.14,0.14,0.02,0.03,0.33,68.0,65,6.8,55
5473,Sniper: Ghost Warrior 2,PS3,2013,0.05,0.18,0.03,0.07,0.33,52.0,15,6,82
5493,Naruto: Rise of a Ninja,X360,2007,0.29,0.01,0.0,0.03,0.33,78.0,35,8.6,84
5504,Disgaea: Hour of Darkness,PS2,2003,0.16,0.13,0.0,0.04,0.33,84.0,42,8.9,74
5506,Resonance of Fate,X360,2010,0.12,0.13,0.06,0.03,0.33,74.0,43,7.7,96
5519,Medal of Honor: Warfighter,PC,2012,0.14,0.15,0.0,0.04,0.33,55.0,30,5.4,599
5523,SSX Blur,Wii,2007,0.29,0.01,0.0,0.03,0.33,74.0,52,8.1,60
5525,Danganronpa: Trigger Happy Havoc,PSV,2013,0.09,0.05,0.15,0.04,0.33,80.0,55,8.1,235
5534,Binary Domain,PS3,2012,0.09,0.07,0.14,0.03,0.33,72.0,33,8.2,179
5548,The Witcher: Enhanced Edition,PC,2008,0.32,0.01,0.0,0.0,0.32,86.0,30,8.5,1660
5564,Hatsune Miku: Project Mirai DX,3DS,2015,0.16,0.04,0.1,0.02,0.32,80.0,32,8.5,71
5567,Dead Space 2,PC,2011,0.13,0.15,0.0,0.04,0.32,87.0,28,8.3,974
5578,Remember Me,PS3,2013,0.1,0.17,0.0,0.06,0.32,72.0,37,7.4,424
5579,Silent Hill: Downpour,X360,2012,0.22,0.08,0.0,0.02,0.32,68.0,38,7.3,269
5583,Dragon Ball: XenoVerse,XOne,2015,0.18,0.11,0.0,0.03,0.32,67.0,18,7.2,128
5584,Eternal Sonata,X360,2007,0.19,0.04,0.08,0.02,0.32,79.0,56,7.9,97
5586,Dead or Alive 5,X360,2012,0.19,0.08,0.03,0.03,0.32,76.0,39,7.9,95
5588,Final Fantasy XI,PS2,0,0.08,0.06,0.15,0.02,0.32,85.0,49,6.9,66
5594,Batman: Arkham Asylum,PC,2009,0.0,0.28,0.0,0.05,0.32,91.0,29,8.7,1736
5609,World of Warcraft: Legion,PC,2016,0.13,0.16,0.0,0.03,0.32,88.0,62,7.5,535
5622,Silent Hill HD Collection,PS3,2012,0.15,0.1,0.03,0.04,0.32,70.0,33,4.8,136
5624,Singularity,X360,0,0.24,0.05,0.0,0.02,0.32,76.0,70,7.7,169
5630,Persona 4: Dancing All Night,PSV,2015,0.09,0.04,0.15,0.04,0.32,76.0,51,8.6,83
5640,Prey,X360,2006,0.27,0.03,0.0,0.03,0.32,79.0,80,7.3,117
5646,Folklore,PS3,2007,0.2,0.04,0.05,0.03,0.32,75.0,55,8.2,145
5648,Murdered: Soul Suspect,PS4,2014,0.09,0.16,0.02,0.05,0.32,59.0,60,6.9,310
5649,The Darkness II,PS3,2012,0.14,0.13,0.0,0.05,0.32,79.0,28,7.6,127
5665,Test Drive Unlimited,X360,2006,0.23,0.04,0.02,0.02,0.32,82.0,69,8,86
5671,Clive Barker's Jericho,X360,2007,0.28,0.01,0.0,0.02,0.32,63.0,46,7.4,70
5677,Fable III,PC,2011,0.1,0.17,0.0,0.05,0.32,75.0,39,5.4,555
5684,Tekken 6,PSP,2009,0.15,0.03,0.1,0.03,0.32,82.0,39,8.2,68
5687,Shenmue II,XB,2002,0.22,0.08,0.0,0.01,0.32,80.0,31,9.3,96
5703,Batman: Arkham Origins,PC,2013,0.13,0.16,0.0,0.02,0.31,74.0,17,7.5,1170
5716,FIFA Street,PS2,2005,0.15,0.12,0.0,0.04,0.31,59.0,29,7.9,52
5719,Drakengard 3,PS3,2013,0.1,0.0,0.19,0.02,0.31,61.0,33,7.7,237
5720,Catherine,X360,2011,0.2,0.06,0.03,0.02,0.31,82.0,39,7.9,153
5735,Sonic Boom: Rise of Lyric,WiiU,2014,0.19,0.09,0.0,0.03,0.31,32.0,28,3.6,587
5737,The Settlers 7: Paths to a Kingdom,PC,2010,0.0,0.27,0.0,0.05,0.31,79.0,33,5.2,213
5746,Tropico 5,PS4,2015,0.06,0.16,0.06,0.04,0.31,76.0,17,7.1,110
5756,Dark Void,X360,2010,0.19,0.09,0.0,0.03,0.31,59.0,69,6,61
5773,Pandora's Tower,Wii,2011,0.11,0.1,0.08,0.02,0.31,73.0,48,8,99
5793,Pro Evolution Soccer 2013,X360,2012,0.08,0.2,0.0,0.03,0.31,82.0,33,6.9,77
5815,Dragon Ball Z: Battle of Z,PS3,2014,0.1,0.1,0.06,0.04,0.31,54.0,32,5.3,103
5835,BlazBlue: Chrono Phantasma,PS3,2013,0.14,0.0,0.14,0.03,0.3,83.0,16,8.3,64
5838,Kingdoms of Amalur: Reckoning,PC,2012,0.14,0.13,0.0,0.03,0.3,81.0,25,6.6,1097
5844,Chaos Legion,PS2,2003,0.15,0.12,0.0,0.04,0.3,65.0,34,8.2,58
5849,Naruto Shippuden: Ultimate Ninja Storm 4,XOne,2016,0.21,0.07,0.0,0.03,0.3,81.0,11,8.5,51
5854,Batman: Arkham VR,PS4,2016,0.25,0.0,0.0,0.06,0.3,75.0,59,7.3,89
5860,The King of Fighters XIII,PS3,2011,0.17,0.06,0.04,0.03,0.3,77.0,26,8.2,76
5866,Magna Carta 2,X360,2009,0.13,0.07,0.07,0.02,0.3,69.0,49,7,57
5903,Sword Art Online: Hollow Fragment,PSV,2014,0.0,0.0,0.3,0.0,0.3,67.0,28,7.6,131
5927,Little Deviants,PSV,2011,0.14,0.12,0.0,0.04,0.3,57.0,62,5.5,53
5933,Radiant Historia,DS,2010,0.19,0.0,0.09,0.01,0.29,85.0,30,9,81
5934,Sorcery,PS3,2012,0.14,0.11,0.0,0.05,0.29,70.0,52,7.3,57
5944,The Sims 2,PC,2004,0.02,0.24,0.0,0.04,0.29,90.0,61,8.8,676
5963,Syphon Filter: Dark Mirror,PSP,2006,0.26,0.01,0.0,0.03,0.29,87.0,58,9,118
5969,Modnation Racers: Road Trip,PSV,2012,0.15,0.09,0.0,0.04,0.29,62.0,51,6.4,69
5973,Need for Speed: Most Wanted,PC,2005,0.02,0.23,0.0,0.04,0.29,82.0,19,8.5,525
5978,Ultimate Marvel vs. Capcom 3,PSV,2011,0.17,0.08,0.0,0.04,0.29,80.0,48,7.7,93
5979,Little King's Story,Wii,2009,0.14,0.1,0.02,0.02,0.29,87.0,50,8.8,86
5986,NieR,X360,2010,0.13,0.1,0.04,0.02,0.29,67.0,60,8.3,126
5989,Deadpool,PS4,2015,0.14,0.11,0.0,0.05,0.29,60.0,11,5.7,68
5994,Mega Man X8,PS2,2004,0.14,0.11,0.0,0.04,0.29,68.0,23,8.5,63
5995,The Chronicles of Riddick: Assault on Dark Athena,X360,2009,0.16,0.1,0.0,0.03,0.29,82.0,67,8.2,73
6023,Borderlands: The Pre-Sequel,PC,2014,0.11,0.15,0.0,0.02,0.29,75.0,55,6.2,703
6027,Starhawk,PS3,2012,0.18,0.05,0.03,0.03,0.29,77.0,71,7.8,188
6035,Turning Point: Fall of Liberty,X360,2008,0.23,0.04,0.0,0.02,0.29,43.0,44,6.8,87
6038,Sonic Boom: Shattered Crystal,3DS,2014,0.17,0.09,0.0,0.03,0.29,47.0,21,6.3,160
6045,Call of Juarez: The Cartel,PS3,2011,0.12,0.12,0.0,0.05,0.29,45.0,42,5.5,74
6049,Metal Gear Solid V: Ground Zeroes,XOne,2014,0.15,0.11,0.0,0.02,0.29,76.0,13,5.4,348
6050,SimCity 4,PC,2003,0.01,0.24,0.0,0.03,0.29,84.0,36,8.7,268
6057,Disgaea 5: Alliance of Vengeance,PS4,2015,0.11,0.08,0.06,0.04,0.29,80.0,43,8.1,173
6078,World of Tanks,PC,2011,0.0,0.23,0.0,0.05,0.29,80.0,38,3.7,1466
6100,Shadow Hearts,PS2,2001,0.09,0.07,0.1,0.02,0.28,73.0,24,8.8,55
6118,Final Fantasy VI Advance,GBA,2006,0.0,0.0,0.28,0.01,0.28,92.0,25,8.4,190
6126,Fable: The Journey,X360,2012,0.18,0.08,0.0,0.02,0.28,61.0,70,4.8,80
6132,Chromehounds,X360,2006,0.24,0.0,0.01,0.02,0.28,71.0,60,7,72
6162,Driver: Parallel Lines,PS2,2006,0.12,0.1,0.03,0.03,0.28,69.0,41,6.9,74
6193,NES Remix,WiiU,2014,0.17,0.0,0.08,0.02,0.28,71.0,34,7.1,133
6198,Bionic Commando,X360,2009,0.12,0.12,0.01,0.03,0.28,70.0,65,7.3,87
6216,Virtua Fighter 5 Online,X360,2007,0.2,0.02,0.03,0.02,0.28,89.0,36,7.6,62
6235,Castlevania: Aria of Sorrow,GBA,2003,0.2,0.07,0.0,0.0,0.28,91.0,29,9.1,127
6237,Shin Megami Tensei: Strange Journey,DS,2009,0.13,0.0,0.14,0.01,0.28,80.0,26,8.7,69
6240,Army of Two: The Devil's Cartel,PS3,2013,0.11,0.11,0.01,0.05,0.28,58.0,27,6.7,100
6262,Siren: Blood Curse,PS3,2008,0.0,0.17,0.09,0.01,0.27,78.0,42,8.1,87
6268,GRID 2,X360,2013,0.08,0.16,0.0,0.03,0.27,78.0,51,5.8,156
6276,The Evil Within,PC,2014,0.1,0.16,0.0,0.02,0.27,68.0,18,5.9,721
6279,Dead Rising 2: Off the Record,X360,2011,0.17,0.08,0.0,0.02,0.27,72.0,48,7.5,60
6290,Baten Kaitos: Eternal Wings and the Lost Ocean,GC,2003,0.21,0.05,0.0,0.01,0.27,80.0,48,9,59
6293,Iron Man 2,X360,2010,0.15,0.09,0.0,0.03,0.27,41.0,35,5.9,54
6294,Disgaea 3: Absence of Detention,PSV,0,0.11,0.05,0.07,0.03,0.27,78.0,28,7.6,116
6314,NHL 07,X360,2006,0.25,0.0,0.0,0.02,0.27,79.0,49,5.3,167
6315,RollerCoaster Tycoon 3,PC,2004,0.01,0.22,0.0,0.04,0.27,81.0,39,5,346
6323,Rory McIlroy PGA Tour,XOne,2015,0.16,0.09,0.0,0.02,0.27,60.0,26,4.3,77
6327,Lightning Returns: Final Fantasy XIII,X360,2013,0.15,0.08,0.01,0.02,0.27,69.0,21,6.6,222
6334,Shadow of Rome,PS2,2005,0.13,0.1,0.0,0.03,0.27,75.0,52,8.3,62
6343,Gun,X360,0,0.24,0.01,0.0,0.02,0.27,75.0,53,7.5,57
6353,Shadows of the Damned,PS3,2011,0.11,0.09,0.04,0.03,0.27,77.0,56,8.1,124
6354,R.U.S.E.,PC,2010,0.04,0.19,0.0,0.04,0.27,76.0,33,8.1,176
6380,Tropico 4,PC,2011,0.1,0.13,0.0,0.04,0.27,78.0,46,7.7,359
6408,Call of Juarez: The Cartel,X360,2011,0.14,0.1,0.0,0.03,0.27,47.0,62,5.7,109
6413,Section 8,X360,2009,0.15,0.09,0.0,0.02,0.27,69.0,49,7.3,59
6421,All-Pro Football 2K8,X360,2007,0.24,0.0,0.0,0.02,0.26,75.0,22,6.8,52
6424,Plants vs. Zombies,X360,2010,0.24,0.0,0.0,0.02,0.26,89.0,27,8.2,160
6428,Batman: Return to Arkham,PS4,2016,0.07,0.16,0.0,0.04,0.26,73.0,28,8.5,79
6432,Panzer Dragoon Orta,XB,2002,0.16,0.05,0.04,0.01,0.26,90.0,41,8.5,64
6443,Shin Megami Tensei: Devil Survivor,DS,2009,0.13,0.0,0.12,0.01,0.26,84.0,28,8.8,79
6449,Tearaway Unfolded,PS4,2015,0.09,0.13,0.0,0.04,0.26,81.0,70,8.1,188
6455,Deadly Premonition,X360,2010,0.18,0.06,0.0,0.02,0.26,68.0,39,8.2,332
6470,Etrian Odyssey Untold: The Millennium Girl,3DS,2013,0.1,0.01,0.14,0.01,0.26,80.0,41,8.2,89
6473,Final Fantasy V Advance,GBA,2006,0.0,0.0,0.26,0.01,0.26,83.0,25,7.2,75
6493,Project CARS,XOne,2015,0.11,0.13,0.0,0.02,0.26,81.0,16,5.8,135
6533,Oddworld: Stranger's Wrath,XB,2005,0.19,0.06,0.0,0.01,0.26,88.0,65,9.1,58
6536,Atelier Ayesha: The Alchemist of Dusk,PS3,2012,0.06,0.04,0.14,0.02,0.26,70.0,17,6.6,120
6538,Battleborn,PS4,2016,0.12,0.08,0.02,0.04,0.26,68.0,55,6.8,402
6545,Resident Evil: Revelations,X360,2013,0.12,0.1,0.02,0.02,0.26,75.0,30,7.4,170
6548,Tokyo Jungle,PS3,2012,0.0,0.0,0.26,0.0,0.26,74.0,60,8.4,89
6550,Army of Two: The Devil's Cartel,X360,2013,0.16,0.07,0.0,0.02,0.26,54.0,55,6.2,195
6551,Puppeteer,PS3,2013,0.11,0.08,0.02,0.04,0.26,80.0,75,8.5,236
6558,Legendary,X360,2008,0.08,0.15,0.0,0.03,0.26,47.0,39,7.1,87
6559,Peter Jackson's King Kong: The Official Game of the Movie,X360,2005,0.2,0.03,0.0,0.02,0.26,80.0,57,7.5,79
6584,The Elder Scrolls IV: Oblivion,PC,2006,0.01,0.2,0.0,0.04,0.25,94.0,54,8.1,2454
6606,Game of Thrones,X360,2012,0.15,0.08,0.0,0.02,0.25,52.0,35,5.2,126
6621,Silent Hunter 5: Battle of the Atlantic,PC,2010,0.0,0.21,0.0,0.05,0.25,62.0,26,3.5,104
6630,The Legend of Legacy,3DS,2015,0.12,0.01,0.1,0.02,0.25,67.0,31,7.1,54
6639,PlayStation VR Worlds,PS4,2016,0.06,0.14,0.02,0.04,0.25,59.0,48,7.1,73
6640,Hunted: The Demon's Forge,PS3,2011,0.12,0.08,0.02,0.03,0.25,57.0,34,6.2,70
6657,Anno 2205,PC,2015,0.02,0.22,0.0,0.02,0.25,72.0,45,5.9,278
6683,Need for Speed Rivals,PC,2013,0.04,0.19,0.0,0.02,0.25,76.0,16,3.3,546
6691,The Bureau: XCOM Declassified,PS3,2013,0.08,0.13,0.0,0.04,0.25,69.0,22,6.7,79
6714,L.A. Noire: The Complete Edition,PC,2011,0.08,0.13,0.0,0.03,0.25,83.0,28,7.9,903
6718,Grandia,PS,1999,0.14,0.09,0.0,0.02,0.25,89.0,14,6.6,77
6751,Family Guy: Back to the Multiverse,X360,2012,0.14,0.09,0.0,0.02,0.25,39.0,28,5,51
6752,Ninja Gaiden 3,X360,2012,0.16,0.05,0.03,0.02,0.25,58.0,39,4.4,136
6754,Sid Meier's Civilization VI,PC,2016,0.09,0.13,0.0,0.02,0.25,88.0,81,7.3,684
6757,Sword Art Online: Lost Song,PS4,2015,0.1,0.11,0.0,0.04,0.25,63.0,32,6.3,60
6764,Sly Cooper: Thieves in Time,PSV,2013,0.13,0.06,0.0,0.06,0.25,75.0,15,8.2,148
6769,Hitman: Absolution,PC,2012,0.03,0.17,0.0,0.04,0.24,79.0,26,7,1327
6770,Stella Glow,3DS,2015,0.16,0.01,0.05,0.02,0.24,79.0,32,8.7,82
6773,Trials Fusion,XOne,2014,0.12,0.1,0.0,0.02,0.24,80.0,28,7.1,158
6776,Far Cry Instincts Predator,X360,2006,0.2,0.03,0.0,0.02,0.24,78.0,46,6.2,80
6778,Onechanbara Z2: Chaos,PS4,2014,0.14,0.03,0.04,0.04,0.24,57.0,40,6.5,72
6789,Ys: Memories of Celceta,PSV,2012,0.1,0.01,0.1,0.04,0.24,82.0,56,8.8,237
6796,Samurai Warriors 4,PS4,2014,0.08,0.07,0.06,0.03,0.24,76.0,31,8.1,74
6800,TimeSplitters: Future Perfect,PS2,2005,0.12,0.09,0.0,0.03,0.24,84.0,39,9.1,117
6801,Dynasty Warriors Next,PSV,2011,0.05,0.06,0.11,0.02,0.24,67.0,35,7.5,73
6811,Homefront,PC,2011,0.11,0.1,0.0,0.03,0.24,70.0,36,5.5,531
6819,BioShock 2,PC,0,0.02,0.19,0.0,0.04,0.24,88.0,36,8,1247
6829,Total War: Attila,PC,2015,0.09,0.13,0.0,0.02,0.24,80.0,66,7.3,520
6842,Asura's Wrath,X360,2012,0.15,0.06,0.01,0.02,0.24,71.0,54,6.5,131
6843,Harvest Moon: Another Wonderful Life,GC,2004,0.19,0.05,0.0,0.01,0.24,70.0,12,9.2,60
6862,Singularity,PS3,0,0.17,0.04,0.01,0.03,0.24,77.0,48,7.7,100
6863,Metro 2033,PC,2010,0.0,0.19,0.0,0.05,0.24,81.0,40,8.1,1472
6892,Rocket League,XOne,2016,0.05,0.17,0.0,0.02,0.24,87.0,22,8.3,194
6897,Shadow Hearts: Covenant,PS2,2004,0.12,0.09,0.0,0.03,0.24,85.0,49,9.1,54
6912,NBA Live 14,PS4,2013,0.15,0.05,0.0,0.04,0.24,43.0,25,2.7,175
6915,Game of Thrones,PS3,2012,0.1,0.1,0.0,0.03,0.24,53.0,14,5.5,81
6919,X-Men: Destiny,X360,2011,0.18,0.04,0.0,0.02,0.24,47.0,51,5,72
6925,Pro Evolution Soccer 2014,X360,2013,0.07,0.15,0.0,0.02,0.24,80.0,23,4.3,113
6934,Afro Samurai,X360,2009,0.16,0.05,0.0,0.02,0.24,65.0,70,6.2,57
6935,Ar tonelico Qoga: Knell of Ar Ciel,PS3,2010,0.08,0.01,0.13,0.01,0.24,61.0,27,5.4,101
6940,DC Universe Online,PC,2011,0.16,0.06,0.0,0.02,0.23,72.0,27,6.8,243
6956,NBA Live 15,PS4,2014,0.16,0.04,0.0,0.04,0.23,59.0,24,5.6,86
6975,The Legend of Heroes: Trails of Cold Steel,PSV,2013,0.05,0.02,0.14,0.02,0.23,77.0,20,7.5,132
6983,Meteos,DS,2005,0.15,0.01,0.06,0.01,0.23,88.0,49,7.5,164
6990,DiRT Showdown,X360,2012,0.08,0.13,0.0,0.02,0.23,75.0,53,6.4,53
6996,XCOM 2,PC,2016,0.09,0.12,0.0,0.02,0.23,88.0,104,7.1,1221
7002,Cross Edge,PS3,2008,0.14,0.02,0.05,0.02,0.23,52.0,32,7.2,82
7039,Tom Clancy's Rainbow Six: Siege,PC,2015,0.13,0.08,0.0,0.02,0.23,79.0,37,6.9,734
7072,Transformers: Devastation,PS4,2015,0.1,0.09,0.0,0.04,0.23,77.0,50,7.5,160
7083,Disgaea: Afternoon of Darkness,PSP,2006,0.15,0.01,0.04,0.02,0.23,87.0,37,8.2,69
7093,Ys Seven,PSP,2009,0.14,0.0,0.08,0.02,0.23,79.0,27,8.5,65
7096,Lumines: Electronic Symphony,PSV,2012,0.09,0.09,0.01,0.04,0.23,83.0,65,7.8,85
7105,Spec Ops: The Line,PC,2012,0.11,0.09,0.0,0.02,0.23,76.0,16,8.2,1237
7118,Killer is Dead,PS3,2013,0.12,0.03,0.05,0.03,0.23,64.0,39,7.9,215
7128,Spartan: Total Warrior,PS2,2005,0.11,0.09,0.0,0.03,0.22,74.0,33,8.4,65
7151,Skies of Arcadia Legends,GC,2002,0.17,0.04,0.0,0.01,0.22,84.0,31,9.2,95
7156,Risen 2: Dark Waters,PC,2012,0.0,0.19,0.0,0.03,0.22,69.0,51,5.6,751
7165,Soul Sacrifice Delta,PSV,2014,0.0,0.08,0.12,0.02,0.22,82.0,24,8.4,125
7192,Age of Empires: The Age of Kings,DS,2006,0.18,0.02,0.0,0.02,0.22,80.0,38,7.9,59
7206,The Sims 4: Get Together,PC,2015,0.05,0.15,0.0,0.02,0.22,72.0,16,7.3,117
7234,Dishonored 2,XOne,2016,0.12,0.08,0.0,0.02,0.22,88.0,22,6.8,156
7246,Lords of the Fallen,XOne,2014,0.1,0.1,0.0,0.02,0.22,71.0,13,6.7,166
7252,Rugby 2004,PS2,2003,0.11,0.08,0.0,0.03,0.22,61.0,13,6.8,65
7255,Senran Kagura 2: Deep Crimson ,3DS,2014,0.1,0.02,0.08,0.01,0.22,58.0,28,6.8,56
7266,Dead Island,PC,2011,0.12,0.07,0.0,0.03,0.22,80.0,24,6.8,1428
7275,Hunted: The Demon's Forge,X360,2011,0.13,0.06,0.0,0.02,0.22,61.0,59,6,116
7338,Code Name: S.T.E.A.M.,3DS,2015,0.14,0.05,0.01,0.02,0.21,69.0,69,7.7,125
7339,The Bureau: XCOM Declassified,X360,2013,0.1,0.1,0.0,0.02,0.21,68.0,30,6.7,118
7340,Star Wars: Battlefront,PC,2004,0.07,0.13,0.0,0.02,0.21,72.0,19,3.5,1509
7353,Tony Hawk's American Sk8land,DS,2005,0.19,0.0,0.0,0.02,0.21,84.0,31,8.7,55
7363,50 Cent: Blood on the Sand,X360,2009,0.12,0.07,0.0,0.02,0.21,71.0,54,6.4,64
7365,Journey,PS3,2012,0.04,0.13,0.0,0.04,0.21,92.0,78,8.8,1381
7379,Disgaea D2: A Brighter Darkness,PS3,2013,0.09,0.0,0.1,0.02,0.21,74.0,37,8.1,61
7384,Assassin's Creed Syndicate,PC,2015,0.11,0.09,0.0,0.02,0.21,74.0,14,5.9,544
7403,Danganronpa Another Episode: Ultra Despair Girls,PSV,2014,0.06,0.01,0.12,0.02,0.21,72.0,35,8.4,77
7440,JSRF: Jet Set Radio Future,XB,2002,0.13,0.04,0.03,0.01,0.21,88.0,36,8.2,102
7467,Defiance,PC,2013,0.14,0.04,0.0,0.02,0.21,64.0,40,6.5,661
7480,Tony Hawk's Pro Skater 5,PS4,2015,0.09,0.08,0.0,0.03,0.21,32.0,43,1.5,427
7498,Lost Planet 3,PS3,2013,0.07,0.05,0.06,0.02,0.21,61.0,30,5.5,102
7508,God of War Collection,PSV,2014,0.08,0.06,0.01,0.05,0.2,73.0,28,7.4,133
7512,Anarchy Reigns,PS3,2012,0.1,0.03,0.06,0.02,0.2,71.0,35,8.2,106
7519,Sniper: Ghost Warrior 2,X360,2013,0.06,0.12,0.0,0.02,0.2,52.0,33,5.7,110
7520,EVE Online,PC,2003,0.0,0.19,0.0,0.01,0.2,69.0,22,7.5,280
7529,"Warhammer 40,000: Space Marine",PC,2011,0.09,0.09,0.0,0.03,0.2,74.0,34,7.4,596
7540,Zombie Army Trilogy,PS4,2015,0.05,0.12,0.0,0.03,0.2,62.0,26,6.8,88
7553,The Witch and the Hundred Knight,PS3,2013,0.07,0.02,0.1,0.02,0.2,53.0,44,7.5,80
7565,Code of Princess,3DS,2012,0.16,0.0,0.03,0.01,0.2,67.0,38,7.6,73
7580,NBA Live 14,XOne,2013,0.16,0.02,0.0,0.02,0.2,36.0,14,3.1,88
7586,Odin Sphere: Leifthrasir,PS4,2016,0.07,0.04,0.07,0.02,0.2,87.0,49,8.2,178
7598,Infinite Space,DS,2009,0.06,0.05,0.07,0.01,0.2,75.0,46,9,61
7613,Two Worlds II,PC,2011,0.09,0.09,0.0,0.02,0.2,76.0,31,6.5,315
7616,The Legend of Heroes: Trails of Cold Steel,PS3,2013,0.05,0.02,0.12,0.01,0.2,86.0,12,7.7,128
7617,Clive Barker's Jericho,PS3,2007,0.17,0.01,0.0,0.02,0.2,60.0,34,7.1,52
7640,Dying Light,PC,2015,0.12,0.06,0.0,0.02,0.2,75.0,40,7.9,1295
7643,Grandia II,DC,2000,0.0,0.0,0.2,0.0,0.2,90.0,17,8.8,57
7663,Dungeon Hunter Alliance,PSV,2012,0.07,0.09,0.0,0.03,0.2,49.0,34,6.4,61
7674,Silent Hill: Book of Memories,PSV,2012,0.1,0.05,0.0,0.04,0.2,58.0,57,5.1,102
7699,Predator: Concrete Jungle,PS2,2005,0.1,0.07,0.0,0.03,0.2,47.0,14,8.8,76
7711,Castlevania: Lords of Shadow 2,PS3,2014,0.03,0.12,0.02,0.03,0.2,63.0,55,7.8,528
7725,Dead Space 3,PC,0,0.02,0.16,0.0,0.02,0.19,78.0,16,6,1096
7736,Test Drive Unlimited 2,PC,0,0.05,0.11,0.0,0.03,0.19,72.0,19,5.7,253
7739,Conan,X360,2007,0.16,0.02,0.0,0.01,0.19,69.0,49,7.3,67
7749,Aliens vs Predator,PC,2010,0.0,0.17,0.0,0.02,0.19,68.0,35,7.4,985
7756,Bound By Flame,PS4,2014,0.08,0.09,0.0,0.03,0.19,53.0,40,5.9,230
7776,Enchanted Arms,X360,2006,0.16,0.02,0.0,0.02,0.19,69.0,54,6.9,60
7779,Mafia III,PC,2016,0.08,0.1,0.0,0.02,0.19,63.0,29,3.2,881
7791,Fighter Within,XOne,2013,0.11,0.07,0.0,0.02,0.19,23.0,39,3,211
7807,Supreme Commander 2,PC,2010,0.0,0.15,0.0,0.04,0.19,77.0,54,6.2,803
7827,Silent Hill HD Collection,X360,2012,0.11,0.06,0.01,0.02,0.19,69.0,17,5.6,98
7839,South Park: The Stick of Truth,PC,2014,0.07,0.1,0.0,0.01,0.19,85.0,48,8.6,1739
7873,50 Cent: Blood on the Sand,PS3,2009,0.1,0.06,0.01,0.03,0.19,72.0,37,7.2,57
7874,Metro: Last Light,PC,2013,0.06,0.11,0.0,0.02,0.19,82.0,71,8.6,2654
7875,Evolve,PC,2015,0.08,0.1,0.0,0.02,0.19,77.0,39,4.3,969
7877,Resident Evil: Revelations,WiiU,2013,0.07,0.07,0.03,0.01,0.19,80.0,19,7.5,146
7896,Street Fighter X Tekken,PSV,2012,0.1,0.04,0.01,0.03,0.19,79.0,25,7.5,66
7898,The Legend of Heroes: Trails of Cold Steel II,PSV,2014,0.02,0.02,0.13,0.01,0.19,80.0,23,7.3,73
7909,Risen,X360,2009,0.07,0.11,0.0,0.01,0.19,60.0,37,6.4,77
7916,Tom Clancy's Splinter Cell: Blacklist,PC,2013,0.04,0.13,0.0,0.01,0.19,82.0,13,7.4,754
7923,Binary Domain,X360,2012,0.09,0.06,0.02,0.02,0.19,74.0,43,8,185
7956,Saints Row IV,PC,2013,0.11,0.06,0.0,0.02,0.19,86.0,45,7.4,1543
7963,Arcania: Gothic 4,PC,2010,0.09,0.08,0.0,0.02,0.19,63.0,25,4.4,307
